City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,saint-felicien,48.6501,-72.4491,-6.62,73,100,7.2,CA,1741059025
363,miles city,46.4083,-105.8406,3.54,87,100,9.26,US,1741059026
364,swakopmund,-22.6833,14.5333,17.75,91,56,1.73,NA,1741059028
365,santa ana de yacuma,-13.75,-65.4333,23.87,94,100,1.13,BO,1741059029
366,sitka,57.0531,-135.33,5.94,75,0,0.0,US,1741059030
367,argo,37.6333,22.7333,7.5,75,51,2.58,GR,1741059031
368,urzhar,47.093,81.6294,-5.05,95,100,1.9,KZ,1741059032
369,gwadar,25.1216,62.3254,18.84,27,0,7.11,PK,1741059034
370,necochea,-38.5473,-58.7368,22.31,87,93,3.17,AR,1741058798
371,haiku-pauwela,20.9219,-156.3051,24.03,75,1,9.83,US,1741059036
372,kristiansund,63.1115,7.732,3.4,93,75,6.17,NO,1741059037
373,jayapura,-2.5333,140.7,33.66,87,89,3.57,ID,1741059038
374,fort st. john,56.2499,-120.8529,-0.06,74,0,3.09,CA,1741059040
375,marsh harbour,26.5412,-77.0636,20.94,68,85,10.4,BS,1741059041
376,devils lake,48.1128,-98.8651,0.99,87,100,7.2,US,1741059042
377,mount pearl,47.5166,-52.7813,-4.82,77,75,2.57,CA,1741059043
378,bayganin,48.6947,55.8742,-9.58,95,100,5.1,KZ,1741059045
379,nanlong,31.3533,106.0631,13.22,58,100,4.07,CN,1741059046
380,zavety il'icha,49.0294,140.2494,-8.6,55,2,3.5,RU,1741059047
381,agua branca,-5.8922,-42.6361,23.0,96,100,0.72,BR,1741059048
382,niafunke,15.9322,-3.9906,27.04,19,56,0.93,ML,1741059049
383,kasane,-17.8167,25.15,20.05,100,0,1.03,BW,1741059051
384,quelimane,-17.8786,36.8883,25.97,89,75,2.06,MZ,1741059052
385,lebu,-37.6167,-73.65,13.61,87,96,0.98,CL,1741059053
386,outjo,-20.1167,16.15,18.8,85,98,0.94,NA,1741059054
387,hasaki,35.7333,140.8333,7.51,55,100,8.28,JP,1741059055
388,prince albert,53.2001,-105.7677,-6.03,79,40,3.6,CA,1741059057
389,morrinhos,-17.7311,-49.0994,19.26,87,83,1.76,BR,1741059058
390,quepos,9.4236,-84.1652,26.14,79,62,0.73,CR,1741059059
391,cockburn town,21.4612,-71.1419,25.4,76,26,9.87,TC,1741059060
392,cozumel,20.5083,-86.9458,23.04,88,0,2.57,MX,1741059002
393,remire-montjoly,4.9167,-52.2667,25.02,94,75,4.63,GF,1741059063
394,aras-asan,8.8908,126.3033,27.39,82,99,2.39,PH,1741059064
395,ben gardane,33.1378,11.2197,13.84,90,51,4.47,TN,1741059065
396,el nido,11.1858,119.3956,28.82,74,17,5.91,PH,1741059066
397,ceeldheer,3.8488,47.1806,25.64,82,9,6.43,SO,1741059067
398,key biscayne,25.6937,-80.1628,22.79,70,20,5.66,US,1741059069
399,pankrushikha,53.8319,80.3406,-9.18,90,100,2.47,RU,1741059070
400,lambarene,-0.7001,10.2406,22.85,96,100,1.64,GA,1741059071
401,kondagaon,19.6,81.6667,30.6,17,67,2.98,IN,1741059072
402,robertsport,6.7533,-11.3686,24.81,83,20,2.11,LR,1741059073
403,zhezqazghan,47.7833,67.7667,-10.68,92,100,7.0,KZ,1741059075
404,taroa,8.7058,171.2275,27.02,73,43,9.03,MH,1741059076
405,volodarskiy,46.4013,48.5409,-2.59,91,98,2.42,RU,1741059077
406,marianske lazne,49.9646,12.7012,-1.19,72,100,0.65,CZ,1741059078
407,crane,31.3974,-102.3501,21.9,3,99,6.78,US,1741059080
408,alice springs,-23.7,133.8833,38.75,11,0,4.63,AU,1741059081
409,paka,4.6374,103.4368,28.96,74,40,0.0,MY,1741059082
410,shalqar,47.8333,59.6,-16.12,95,84,4.13,KZ,1741059085
411,sultanah,24.4926,39.5857,22.25,20,100,5.14,SA,1741059086
412,nybro,56.7446,15.9071,5.45,76,100,7.27,SE,1741059088
413,kununurra,-15.7667,128.7333,37.99,37,1,3.6,AU,1741059089
414,zaozersk,69.4005,32.4476,-7.3,97,100,1.81,RU,1741059090
415,orito,0.6766,-76.8771,21.76,92,100,0.98,CO,1741059092
416,pacific grove,36.6177,-121.9166,11.06,87,75,2.68,US,1741059093
417,newnham,-41.3833,147.1333,23.53,53,75,6.69,AU,1741059094
418,nyagan,62.1406,65.3936,-7.9,97,99,2.42,RU,1741059096
419,yuncos,40.0909,-3.8879,10.79,83,100,5.57,ES,1741059097
420,harstad,68.799,16.5293,1.2,88,100,4.02,NO,1741059099
421,yacuiba,-22.038,-63.6797,23.34,71,43,1.48,BO,1741059100
422,buka,40.8108,69.1986,-2.41,70,15,1.46,UZ,1741058858
423,salaya,22.3167,69.6,23.62,36,55,9.45,IN,1741059102
424,sao jose da coroa grande,-8.8978,-35.1478,25.51,77,0,3.49,BR,1741058867
425,daru,-9.0763,143.2092,29.74,70,99,4.25,PG,1741059105
426,tasqala,51.1167,50.3167,-5.07,94,100,6.11,KZ,1741059106
427,villa gesell,-37.2639,-56.973,21.12,97,100,3.27,AR,1741059107
428,nar'yan-mar,67.6713,53.087,-5.63,93,99,5.83,RU,1741059108
429,osinovo,55.8809,48.881,-6.43,96,99,3.33,RU,1741059110
430,west frankfort,37.8978,-88.9315,12.26,40,0,3.6,US,1741058882
431,vung tau,10.346,107.0843,26.08,80,76,4.79,VN,1741059113
432,camocim,-2.9022,-40.8411,24.91,89,79,2.82,BR,1741059115
433,murray bridge,-35.1167,139.2667,33.25,10,0,2.05,AU,1741059116
434,saint-francois,46.4154,3.9054,-0.74,100,93,1.54,FR,1741059118
435,oroquieta,8.4858,123.8044,29.52,74,98,3.18,PH,1741059119
436,avanigadda,16.0215,80.9181,30.53,35,91,0.62,IN,1741059121
437,baneh,35.9975,45.8853,-2.45,60,100,1.56,IR,1741059122
438,lucapa,-8.4192,20.7447,17.65,92,100,1.62,AO,1741059123
439,miraflores de la sierra,40.8155,-3.7621,5.24,93,100,2.27,ES,1741059124
440,tadine,-21.55,167.8833,27.04,74,87,5.12,NC,1741059125
441,zierenberg,51.3695,9.3016,-0.91,80,100,2.06,DE,1741059128
442,ivins,37.1686,-113.6794,6.64,78,53,2.64,US,1741059129
443,foca,38.6703,26.7566,5.91,70,15,12.49,TR,1741059130
444,fale old settlement,-9.3852,-171.2468,28.52,68,64,4.55,TK,1741059132
445,galeana,24.8333,-100.0667,18.56,21,48,3.34,MX,1741059133
446,east ballina,-28.8667,153.5833,25.34,62,89,8.51,AU,1741059134
447,grabo,57.8363,12.2995,5.94,86,100,7.72,SE,1741059135
448,morant bay,17.8815,-76.4093,24.33,84,1,3.47,JM,1741059137
449,nizhniy odes,63.6445,54.856,-8.49,96,100,3.27,RU,1741059138
450,aral,40.5156,81.2636,5.67,45,100,0.44,CN,1741059139
451,valognes,49.5088,-1.4705,3.66,100,38,2.06,FR,1741059140
452,pamandzi,-12.7967,45.2794,26.88,89,0,1.03,YT,1741059141
453,hanawa,40.1836,140.7872,2.38,46,100,0.44,JP,1741059144
454,punata,-17.55,-65.8333,13.58,83,100,2.27,BO,1741059145
455,las lomitas,-24.7096,-60.593,27.82,47,54,2.27,AR,1741059146
456,dryden,49.7833,-92.7503,3.16,65,75,3.09,CA,1741059148
457,mejit,10.2753,170.8646,27.0,72,27,9.32,MH,1741059149
458,duba,27.3513,35.6901,19.78,48,100,1.59,SA,1741059150
459,hilvan,37.5869,38.9551,5.49,70,75,5.66,TR,1741059151
460,mar del plata,-38.0023,-57.5575,22.27,95,42,1.03,AR,1741059116
461,arar,30.9753,41.0381,10.01,25,20,5.14,SA,1741059154
462,burang,30.25,81.1667,-6.21,83,79,4.61,CN,1741059155
463,geneina,13.45,22.45,21.51,19,6,3.69,SD,1741059156
464,jilin,43.0,126.0,-0.43,25,100,3.78,CN,1741059157
465,sidrolandia,-20.9319,-54.9614,23.94,64,100,1.13,BR,1741059158
466,pangkalanbuun,-2.6833,111.6167,33.91,51,99,0.66,ID,1741059160
467,fort wellington,6.4,-57.6,25.06,86,32,4.6,GY,1741059161
468,lagoa,39.05,-27.9833,13.87,84,73,3.52,PT,1741059163
469,plastun,44.7561,136.2939,-1.19,20,28,1.62,RU,1741059164
470,mabaruma,8.2,-59.7833,23.62,88,69,1.78,GY,1741059166
471,cadale,2.7603,46.3222,26.15,82,25,6.67,SO,1741059167
472,chernyshevskiy,63.0128,112.4714,-28.74,91,59,0.74,RU,1741059168
473,bardai,11.65,7.2333,23.31,24,71,3.98,NG,1741059169
474,malaya purga,56.5567,53.0043,-6.55,95,100,3.87,RU,1741059171
475,eyl,7.9803,49.8164,24.71,77,6,6.98,SO,1741059172
476,milagros,12.2181,123.5095,29.72,69,58,5.47,PH,1741059173
477,howrah,22.5892,88.3103,26.0,50,7,2.57,IN,1741059174
478,north las vegas,36.1989,-115.1175,15.11,33,20,3.09,US,1741059048
479,loango,-4.6719,11.8312,26.81,94,75,2.06,CG,1741059177
480,mezhdurechensk,53.6942,88.0603,-7.2,93,94,0.7,RU,1741059178
481,gadzhiyevo,69.2551,33.3362,-5.11,93,99,2.95,RU,1741059179
482,castillos,-34.1667,-53.8333,22.62,97,6,1.45,UY,1741059181
483,martuk,50.7475,56.5056,-9.45,94,100,4.79,KZ,1741059182
484,funadhoo,6.15,73.2667,28.09,72,19,3.29,MV,1741059183
485,baoqing,46.3317,132.2111,-5.73,50,16,1.66,CN,1741059184
486,greymouth,-42.4667,171.2,17.1,61,22,2.39,NZ,1741059185
487,richards bay,-28.783,32.0377,21.44,91,20,2.84,ZA,1741059148
488,kalengwa,-13.4659,25.0027,16.58,98,100,1.09,ZM,1741059188
489,lahij,13.1667,44.5833,20.01,86,2,2.63,YE,1741059190
490,oranjemund,-28.55,16.4333,17.59,85,83,1.89,NA,1741059191
491,colonia menno,-22.3667,-59.8167,26.41,52,1,3.72,PY,1741059193
492,katabu,-4.9333,122.5167,30.44,71,95,0.27,ID,1741059194
493,bechar,31.6167,-2.2167,17.18,51,40,4.12,DZ,1741059195
494,yigo village,13.5361,144.8886,29.62,70,100,9.26,GU,1741059198
495,okhotsk,59.3833,143.3,-17.3,69,2,7.56,RU,1741059199
496,carloforte,39.145,8.3058,11.9,84,100,6.28,IT,1741059200
497,dabakala,8.3667,-4.4333,26.39,76,35,3.09,CI,1741059201
498,hinis,39.3606,41.7022,-6.66,97,100,0.96,TR,1741059202
499,garachico,28.7781,-17.7646,14.06,77,75,6.69,ES,1741059204
500,kailua-kona,19.6406,-155.9956,26.98,67,100,3.6,US,1741059021
501,antsiranana,-12.2787,49.2917,25.85,87,53,1.21,MG,1741059206
502,new glasgow,45.5834,-62.6486,-9.12,78,45,2.36,CA,1741059207
503,santa elena de uairen,4.6167,-61.1333,22.67,63,100,2.03,VE,1741059209
504,mujiayingzi,42.1167,118.7833,0.11,20,100,2.04,CN,1741059210
505,coracora,-15.0333,-73.7833,10.96,92,100,1.59,PE,1741059211
506,noshiro,40.2039,140.0242,1.46,48,100,2.47,JP,1741059212
507,piti village,13.4626,144.6933,30.49,73,75,9.26,GU,1741059215
508,ta`u,-14.2336,-169.5144,27.62,76,100,4.52,AS,1741059216
509,sao geraldo do araguaia,-6.4006,-48.555,22.4,96,100,1.09,BR,1741059217
510,khenifra,32.9333,-5.6667,8.09,68,87,1.6,MA,1741058962
511,ad douiem,14.0012,32.3116,22.05,16,5,4.68,SD,1741059219
512,rabaul,-4.1967,152.1721,28.84,70,71,2.65,PG,1741059221
513,ballesteros,18.4126,121.5152,29.02,65,6,3.06,PH,1741059223
514,bandar lampung,-5.4254,105.258,26.85,87,100,0.59,ID,1741059224
515,masterton,-40.9597,175.6575,14.58,97,100,3.6,NZ,1741059226
516,cururupu,-1.8283,-44.8683,22.25,100,97,0.19,BR,1741059227
517,kaohsiung,22.6163,120.3133,28.97,70,75,4.63,TW,1741058572
518,lubbock,33.6001,-101.8338,19.14,7,0,11.83,US,1741058659
519,selfoss,63.9331,-20.9971,6.69,91,100,15.77,IS,1741059231
520,kerikeri,-35.2268,173.9474,23.01,46,100,1.51,NZ,1741059232
521,alotau,-10.3069,150.4462,31.77,58,100,2.83,PG,1741059233
522,bienenbuttel,53.1416,10.4868,0.88,83,100,2.23,DE,1741059234
523,ponta delgada,37.7333,-25.6667,13.4,76,20,2.06,PT,1741059235
524,gargalianoi,37.0667,21.6333,6.58,67,58,3.35,GR,1741059237
525,turaif,31.6725,38.6637,9.14,25,0,6.17,SA,1741059238
526,kilindoni,-7.9139,39.6668,27.09,72,93,1.9,TZ,1741059239
527,conduaga,8.862,117.4893,31.26,60,70,2.82,PH,1741059241
528,saint-laurent-du-maroni,5.5039,-54.0289,22.27,99,46,0.8,GF,1741059036
529,manismata,-2.4667,111.0333,33.66,53,86,0.52,ID,1741059244
530,port macquarie,-31.4333,152.9167,27.82,70,98,2.68,AU,1741059245
531,sefrou,33.8319,-4.828,10.53,82,75,2.06,MA,1741059246
532,piton saint-leu,-21.2196,55.3151,25.06,65,20,2.57,RE,1741059247
533,colonia,50.9333,6.95,1.64,83,0,2.06,DE,1741058987
534,chokwe,-24.5333,32.9833,21.32,93,47,1.87,MZ,1741059250
535,kyzyl-mazhalyk,51.1333,90.6,-16.73,96,50,0.92,RU,1741059251
536,jiuquan,39.7432,98.5174,3.92,49,4,3.25,CN,1741059252
537,rocha,-34.4833,-54.3333,21.64,95,0,1.97,UY,1741059088
538,madalena,41.2162,-8.3345,12.32,94,84,2.21,PT,1741059255
539,tsengel,49.4783,100.8894,-4.7,43,0,2.04,MN,1741059256
540,larino,41.8055,14.9193,1.76,79,0,2.4,IT,1741059257
541,myitkyina,25.3833,97.4,28.66,31,0,0.65,MM,1741059258
542,nadi,-17.8,177.4167,30.0,70,40,7.2,FJ,1741059260
543,pulgaon,20.7333,78.3333,29.3,21,42,2.22,IN,1741059261
544,pijijiapan,15.7011,-93.23,23.64,83,1,1.89,MX,1741059262
545,antofagasta,-23.65,-70.4,17.6,82,67,1.85,CL,1741059263
546,plainview,40.7765,-73.4673,1.41,71,0,2.06,US,1741059002
547,harper,4.375,-7.7169,26.22,88,98,3.37,LR,1741059266
548,ingeniero jacobacci,-41.3427,-69.5448,12.43,51,11,4.04,AR,1741059267
549,eraan,9.0629,117.7016,32.39,57,59,1.7,PH,1741059268
550,labrador city,52.9463,-66.9114,-17.05,51,100,3.09,CA,1741059014
551,iacu,-12.7672,-40.2117,21.22,89,48,0.84,BR,1741059270
552,bondo,3.8146,23.6866,23.14,44,77,0.73,CD,1741059272
553,natal,-5.795,-35.2094,25.12,94,40,3.6,BR,1741058682
554,weno,7.4515,151.8468,30.97,70,75,4.63,FM,1741059275
555,mitu,1.1983,-70.1733,22.78,97,100,0.76,CO,1741059277
556,boguchany,58.3814,97.4531,-5.53,89,100,1.92,RU,1741059278
557,el paraiso,13.8667,-86.55,19.07,81,2,1.75,HN,1741059279
558,saudarkrokur,65.7461,-19.6394,-0.95,92,100,5.05,IS,1741059280
559,howard springs,-12.497,131.047,31.95,47,50,2.99,AU,1741059281
560,chashniki,54.8569,29.1607,2.63,79,100,9.03,BY,1741059283
561,da nang,16.0678,108.2208,29.99,70,20,0.51,VN,1741059284
562,coquimbo,-29.9533,-71.3436,15.85,94,0,2.57,CL,1741059285
563,el obeid,13.1842,30.2167,19.77,12,1,4.34,SD,1741059286
564,shakawe,-18.3667,21.85,19.39,91,89,1.92,BW,1741059287
565,mahibadhoo,3.7833,72.9667,27.76,73,36,2.75,MV,1741059289
566,garden city,42.3256,-83.331,2.97,63,100,4.63,US,1741059121
567,charles city,43.0664,-92.6724,9.43,68,100,5.66,US,1741059291
568,conde,-7.2597,-34.9075,23.7,100,75,3.6,BR,1741059293
569,lysyye gory,51.5506,44.8414,-3.76,95,100,5.4,RU,1741059294
570,labuan bajo,-8.4964,119.8877,29.71,72,98,2.48,ID,1741059295
571,yanykurgan,43.915,67.2481,-3.65,70,89,3.74,KZ,1741059296
572,kerema,-7.9631,145.7785,29.28,72,99,4.5,PG,1741059297
573,balaklava,44.5,33.6,1.88,58,77,1.77,UA,1741059299
574,svetlyy,54.675,20.1347,5.55,83,37,9.58,RU,1741059300
575,kuta,-8.7233,115.1723,29.97,89,20,6.17,ID,1741059242
576,nuuk,64.1835,-51.7216,-12.66,85,84,13.38,GL,1741059005
